code,name,industry,quality_score,pe_percentile,pb_percentile,pe,pb,cash_gap,profit_gap,cfo_net_rate,ar_op_ratio,report_date
600332,白云山,C27医药制造业,-0.07428893688757329,27.8,3.4,12.08,0.9,0.11088384937863627,-0.04700430164078473,-0.49089210542237977,3.2314319039200625,20260331
002044,美年健康,Q84卫生,-0.0748361010933345,49.1,17.4,62.24,2.41,-4.5174308000439645e-05,-0.02566486167461035,-0.7593819264961029,4.851547204883517,20260331
603899,晨光股份,C24文教、工美、体育和娱乐用品制造业,-0.0787830639866945,6.1,4.1,15.99,2.21,0.06891266424996756,-0.1167705152309989,-0.1322469520904351,9.621856845419602,20260331
002920,德赛西威,C39计算机、通信和其他电子设备制造业,-0.07966399837043792,3.1,3.1,23.76,3.66,0.35199382483897246,-0.11299118052735913,-0.07777776519539514,4.7853096511612225,20260331
600760,中航沈飞,C37铁路、船舶、航空航天和其他运输设备制造业,-0.08131771013509806,18.2,3.1,37.54,5.13,0.3931434524907723,-0.06218051114753287,0.31457911009442246,46.28420327112947,20260331
002236,大华股份,C39计算机、通信和其他电子设备制造业,-0.08401503159226548,39.1,20.6,14.35,1.46,0.053436385001681685,-0.0037249851603529116,-0.1997285449367762,30.450508325211054,20260331
603606,东方电缆,C38电气机械和器材制造业,-0.08417467471222059,8.6,3.6,24.87,3.98,-0.12217445608906852,-0.19932013405282833,-0.12623182170655334,36.059363428194935,20260630
000786,北新建材,C30非金属矿物制品业,-0.08467868757971278,5.8,1.6,11.18,1.15,0.14338453702325982,-0.027231663903594105,-0.8961719241495232,2.02086084001124,20260331
002608,江苏国信,D44电力、热力生产和供应业,-0.08526720587860817,33.4,14.6,8.32,0.79,0.31507558085521137,-0.30377569922640857,-0.09237302683897908,2.6256665765383573,20260331
688692,达梦数据,I65软件和信息技术服务业,-0.09592594550604133,7.5,10.7,47.67,6.99,-0.31473377315158313,-0.015006707415484266,-0.6995669443814309,118.12297619814942,20260331
002402,和而泰,C39计算机、通信和其他电子设备制造业,-0.09694111970094958,17.3,17.2,29.04,2.8,0.0500358530784446,-0.09482260629553996,-0.1346483154110901,18.72708109271859,20260331
600862,中航高科,C37铁路、船舶、航空航天和其他运输设备制造业,-0.09739615997624679,19.5,2.6,28.06,3.27,0.3943161446494925,-0.08293324996651252,0.23188057027961662,48.79411733721735,20260331
600050,中国联通,I63电信、广播电视和卫星传输服务,-0.10626173333636951,16.5,23.7,16.14,0.82,0.18994587710848565,-0.18429941787793147,-0.13463276068194446,5.5173504844684,20260331
603658,安图生物,C27医药制造业,-0.1069248226585974,12.6,4.8,18.54,2.09,0.16161503421469592,-0.13050332494481753,-0.40389085945214254,2.704799930203982,20260331
002311,海大集团,C13农副食品加工业,-0.1078767248478866,35.5,5.5,20.28,3.1,0.36448163443933934,-0.3428223828421153,-0.0981632420402465,3.0501499815342923,20260331
688271,联影医疗,C35专用设备制造业,-0.10811898887893885,18.7,6.1,49.68,4.29,0.11954585396738038,0.04533118550662962,-0.8994455089391655,7.000136934256447,20260331
603568,伟明环保,N77生态保护和环境治理业,-0.11227638717177066,47.4,1.9,16.49,2.08,0.7168293375269014,-0.09724828017126952,0.09334968361478727,13.29109808798457,20260331
601766,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,-0.11465845013818352,11.2,17.7,12.81,0.99,0.08018058812662043,-0.016801753236298955,-0.61169553622408,7.218990533071107,20260331
600406,国电南瑞,I65软件和信息技术服务业,-0.11713846576971532,18.9,14.5,24.1,3.75,0.09122763912594811,-0.00833897628884861,-0.22484718058182288,35.41174388856135,20260331
600031,三一重工,C35专用设备制造业,-0.1173409142442246,25.7,25.6,21.33,1.98,0.1915814275165162,-0.13268971046544076,-0.38060648473035985,3.2088599998495226,20260331
600642,申能股份,D44电力、热力生产和供应业,-0.11869090591917068,31.1,45.4,10.76,1.07,0.1516185574404173,-0.07910584302399393,-0.15186793670294402,14.45931821446416,20260331
002517,恺英网络,I64互联网和相关服务,-0.12131139904303925,33.4,38.7,18.33,3.83,0.6080377625287796,-0.2412095462928514,0.042744828109694245,7.5905723861097725,20260331
600299,安迪苏,C14食品制造业,-0.12648183765284088,31.5,2.2,19.7,1.32,0.4350251424026984,-0.4037950487720816,-0.1666006807007952,1.9376876011130622,20260331
603486,科沃斯,C39计算机、通信和其他电子设备制造业,-0.1329770023988902,15.5,16.9,20.54,3.74,0.26579829976607205,-0.4389883264196187,-0.27916404865759686,2.0195788403522044,20260331
601399,国机重装,C35专用设备制造业,-0.13369049998988108,35.8,37.3,50.7,1.63,0.12655209809585588,0.10733436187436096,-1.2816650730555337,13.599562599390215,20260331
600511,国药股份,F51批发业,-0.13582050353405095,9.6,4.4,10.5,1.11,0.08953797988051115,-0.05638252272883992,-0.4376555227659573,10.121503879576846,20260331
601689,拓普集团,C36汽车制造业,-0.13794515087627912,23.1,5.7,31.26,3.52,0.25474304701938666,-0.12401024477397304,0.03393944032465726,307.0676310407449,20260331
300487,蓝晓科技,C26化学原料和化学制品制造业,-0.1388342685541204,45.3,30.8,36.45,7.25,0.16593724908606255,-0.1294753578033635,-0.018131032650123793,189.16539192676768,20260331
600660,福耀玻璃,C30非金属矿物制品业,-0.13917715025998675,6.1,45.7,16.52,3.8,0.2895693846292764,-0.2383657589238537,-0.31663520573054016,3.081391329445437,20260331
000999,华润三九,C27医药制造业,-0.1430578220501947,4.5,10.0,13.07,1.84,0.28507468847985007,-0.22439593797798385,-0.5303465012883913,1.753929054341335,20260331
688778,厦钨新能,C39计算机、通信和其他电子设备制造业,-0.14721725447791195,23.8,40.1,25.03,2.5,0.23265515911485912,-0.23533565792322042,0.035457908566642445,51.235086943829025,20260331
300724,捷佳伟创,C35专用设备制造业,-0.1472429451713735,21.2,1.9,9.46,1.52,0.5303505253037053,0.020073579678981712,-0.12445163029573726,54.09493488142801,20260331
603501,豪威集团,C39计算机、通信和其他电子设备制造业,-0.1484316255238044,22.8,0.3,30.03,3.37,0.5122152360127407,-0.377256652379622,-0.12030463378322465,3.509718118616488,20260331
600583,海油工程,B11开采专业及辅助性活动,-0.1499226601095185,28.3,18.0,12.6,0.86,0.2742212001642371,-0.1298417696016353,-0.10000444937462807,16.408039532697178,20260331
603786,科博达,C36汽车制造业,-0.1501095692397771,1.9,1.9,22.01,3.0,0.31112659308233637,-0.36967568886553837,-0.18821321047769562,3.921190009166084,20260331
603833,欧派家居,C21家具制造业,-0.15240677331034297,7.3,2.1,10.92,1.09,0.3590138590053249,-0.27280915230075176,-0.6160166382961382,1.1039557690929116,20260331
603160,汇顶科技,C39计算机、通信和其他电子设备制造业,-0.15438779626691476,24.3,2.1,32.35,2.62,0.4996007905006177,-0.2930551414541285,-0.4621791519782498,1.2872982469041518,20260331
600038,中直股份,C37铁路、船舶、航空航天和其他运输设备制造业,-0.15446880134055463,32.2,2.4,45.08,1.25,0.6457690255314364,-0.8606665307633545,0.2937534268975547,9.35581568015989,20260331
688009,中国通号,C37铁路、船舶、航空航天和其他运输设备制造业,-0.15583721306379844,35.9,11.5,14.73,1.12,0.0723608876694466,-0.04235678442882529,-0.6481547785092818,10.522324490190652,20260331
601018,宁波港,G55水上运输业,-0.1607617563720276,3.2,3.2,12.92,0.81,0.6181739144154562,-0.15098557818369795,-0.5602757563469725,1.297836103562778,20260331
002683,广东宏大,B11开采专业及辅助性活动,-0.16295863763317953,15.2,29.5,22.23,3.06,0.045162902174026076,-0.15037877216008244,-0.9381039993581851,4.692526386629996,20260331
688301,奕瑞科技,C35专用设备制造业,-0.16616030734385456,42.1,33.6,39.64,4.37,0.3237595727340421,-0.17751105325009986,-0.9021493195203042,1.4791492352082112,20260331
002984,森麒麟,C29橡胶和塑料制品业,-0.1663104917054226,39.0,3.0,15.62,1.12,0.426711055446119,-0.43032289524980316,-0.0512260886956723,8.281338011313576,20260331
300142,沃森生物,C27医药制造业,-0.16787724747654814,23.8,42.7,69.06,2.66,-41.039010042795546,-10.613547739476854,-0.5423499438236311,36.4393424977702,20260331
688278,特宝生物,C27医药制造业,-0.16910715412632674,3.3,3.1,23.18,6.47,0.5053806980616437,-0.2817903994102867,-0.08339329540474678,7.154163930084792,20260331
002594,比亚迪,C36汽车制造业,-0.1745432783061882,49.8,2.0,30.17,3.58,0.42520222114766204,-0.45570949990888854,-0.8215165490086563,0.4100989823868705,20260331
603529,爱玛科技,C37铁路、船舶、航空航天和其他运输设备制造业,-0.17722119849277476,14.3,3.7,11.38,1.87,0.8914567844970898,-0.5051269338975249,-0.4523353313460865,0.502729490288745,20260331
601633,长城汽车,C36汽车制造业,-0.17778057374178952,1.7,1.6,15.17,1.56,0.5617727278644099,-0.42790743350723537,-0.28302058272655106,2.2873158084752983,20260331
600930,华电新能,D44电力、热力生产和供应业,-0.18634332469967443,10.2,4.3,28.28,1.64,0.6224660308748766,-0.3714568661580737,-0.0501553628273938,8.788033599619254,20260331
601390,中国中铁,E48土木工程建筑业,-0.1903477483190328,49.9,2.1,5.22,0.34,0.42992473572173384,-0.11746195527234737,-1.1454295704778195,2.090840816191242,20260331
601717,中创智领,C35专用设备制造业,-0.1933921120141614,18.9,19.7,6.97,1.14,0.34798885464904816,-0.18356373730000708,-0.1903322469259702,13.186902326450335,20260331
002152,广电运通,C39计算机、通信和其他电子设备制造业,-0.19570775982200017,35.1,13.4,30.33,2.02,0.18683337943175649,0.026220211672836724,-2.1072435581540856,12.412966873820071,20260331
000528,柳工,C35专用设备制造业,-0.19645364148869737,15.6,36.6,11.12,0.91,0.20243161202371407,-0.21962855056025343,-0.4773638985103716,5.969971051215468,20260331
300623,捷捷微电,C39计算机、通信和其他电子设备制造业,-0.19704838188391266,28.8,5.4,43.65,3.31,0.19787422172845415,-0.3837229972005213,-0.02316702727382853,168.46937786535005,20260331
688819,天能股份,C38电气机械和器材制造业,-0.20815130163836246,44.7,2.1,17.72,1.29,0.8040791986355612,-0.769076807512184,-0.5243752146784775,1.0030280764985677,20260331
601808,中海油服,B11开采专业及辅助性活动,-0.2132403218642487,2.8,2.8,15.55,1.25,0.04795068253058454,-0.10561480316802241,-0.5490003634606652,38.9886373580517,20260331
689009,九号公司,C39计算机、通信和其他电子设备制造业,-0.21618686069004497,10.6,11.0,20.85,4.24,1.0550775816950633,-0.7753550403884901,-0.47990234512400315,1.206732140018447,20260331
301498,乖宝宠物,C13农副食品加工业,-0.21713726361657001,5.7,5.7,29.17,3.64,0.6726146225148437,-0.42181049236575685,-0.03775668399502597,15.629456383619145,20260331
600061,国投资本,J67资本市场服务,-0.21795965381540267,27.6,9.4,12.43,0.76,0.8045608630042047,-0.331046984478107,,0.06464928240613793,20260331
601865,福莱特,C30非金属矿物制品业,-0.21825755950852568,33.9,3.4,28.52,1.18,0.57767651053038,-0.4733206397858928,-0.07913167897783013,9.829754664280687,20260331
688187,时代电气,C37铁路、船舶、航空航天和其他运输设备制造业,-0.22716024725863948,8.3,17.7,16.16,1.54,0.46507414251114576,-0.13455820724940015,-0.9545044686506016,3.334218974893566,20260331
601966,玲珑轮胎,C29橡胶和塑料制品业,-0.2322202790363772,27.6,2.6,16.14,0.74,0.9039520976181638,-1.0378471034502108,-0.47229545303095943,1.6810705818527751,20260331
300627,华测导航,C39计算机、通信和其他电子设备制造业,-0.2395351128660968,13.2,14.8,34.06,5.21,0.6192581032339703,-0.16020272773000188,-0.7192255003495899,3.9573387356156373,20260331
600161,天坛生物,C27医药制造业,-0.24115775030601416,15.2,2.8,25.98,2.13,0.5224784914012854,-0.31650921089601447,-0.5917330553643811,3.4876850358150078,20260331
000997,新大陆,I65软件和信息技术服务业,-0.2435186178736818,29.7,28.8,19.5,2.54,0.6768807956665132,-0.4598280468309386,-1.7035924095822939,0.6899025767014622,20260331
300454,深信服,I65软件和信息技术服务业,-0.2439501044504263,45.7,39.0,91.48,4.86,1.1437264264280762,-0.992533897689721,-0.8634967964370717,0.6912703187117815,20260331
603338,浙江鼎力,C35专用设备制造业,-0.24632685422908898,30.7,15.3,14.97,2.43,0.08944273997393104,-0.2704224915477176,-0.48589656609323495,18.817054956642668,20260331
600970,中材国际,E48土木工程建筑业,-0.24714995696735598,5.1,2.2,7.8,0.89,0.4126984837942792,-0.24077002454449858,-0.5258294102609479,7.06224337396357,20260331
300763,锦浪科技,C38电气机械和器材制造业,-0.26177797263248126,47.8,12.8,40.41,2.72,0.6506218966470224,-0.5687815784812443,-0.3267943833834643,4.82797899515057,20260331
300274,阳光电源,C38电气机械和器材制造业,-0.2641103317654424,37.1,14.5,18.49,4.53,0.5732207309164935,-0.2361248294301358,-0.2181816938397449,22.104462706400383,20260331
601112,振石股份,C30非金属矿物制品业,-0.26429735934057635,13.0,13.0,35.84,4.1,0.6103274887506576,-0.056851358050829415,-1.0699350669339287,8.213201088075415,20260331
300124,汇川技术,C38电气机械和器材制造业,-0.2754317212222765,33.9,4.4,36.61,4.77,0.42918237323424946,-0.37760866435286644,-0.34107481188728805,13.242141742356525,20260331
002230,科大讯飞,I65软件和信息技术服务业,-0.294614070763447,37.3,19.9,121.06,5.54,0.35356485304256,-0.21094887983276578,-0.5062104209360571,28.24513955981311,20260331
688349,三一重能,C38电气机械和器材制造业,-0.30007253302340375,47.6,4.3,22.45,1.69,2.9811439153814248,-2.782190329957811,-0.7362564744002801,2.916880212297742,20260331
300413,芒果超媒,I64互联网和相关服务,-0.3067562320880802,48.8,3.5,29.77,1.32,0.43072515132477185,-0.6920707052284905,-0.216771005461659,38.0476813584787,20260331
000400,许继电气,C38电气机械和器材制造业,-0.30702184970818525,20.9,23.9,22.67,1.98,0.5790122525183177,-0.44189576634939187,-0.207445404841568,35.57358126900893,20260331
300014,亿纬锂能,C38电气机械和器材制造业,-0.3224054196225645,39.6,34.0,26.66,2.73,0.3164790764601537,-0.3972627388978236,-0.3273737545616777,356.61044425295523,20260331
688582,芯动联科,C39计算机、通信和其他电子设备制造业,-0.36168570756559737,2.9,21.8,61.86,6.53,0.9179072340566626,-0.5097733272065142,-1.5456715462242652,5.27260263526358,20260331
688708,佳驰科技,C41其他制造业,-0.3684831610885514,10.2,5.2,42.69,5.33,0.21365584797748638,-0.21896853041086395,-1.7195845056096597,864.6734747323608,20260331
600517,国网英大,J69其他金融业,-0.3695513187931701,3.3,9.0,12.79,1.24,0.5007372038939106,-0.48450154315749316,-1.6161107943773712,10.155701519642959,20260331
002074,国轩高科,C38电气机械和器材制造业,-0.37922935916514827,9.5,35.4,22.06,1.76,1.004009349593375,-1.3001123851688592,-0.8705497000831267,9.016145415667923,20260331
000733,振华科技,C39计算机、通信和其他电子设备制造业,-0.38349135114024113,42.8,3.7,23.38,1.46,0.8224860833841996,-0.5054596339599702,-0.36698049004642175,165.95551611427584,20260331
